id,conversation_id,event_type,payload,confidence,created_at,workflow_step,event_status
103,session-1765704807460,response_sent,"{""meta"":{""reasoning"":{""reasoning"":""User provided a specific restaurant name → selecting restaurant."",""searchMenu"":true,""completeOrder"":false,""askClarification"":false,""searchRestaurants"":false},""restaurant_id"":""569a7d29-57be-4224-bdf3-09c483415cea""},""reply"":""W Klaps Burgers dostępne m.in.:  \n- **Desperado Double** - 46 zł  \n- **Desperado Standard** - 36 zł  \n- **Głodzilla** - 59 zł  \n- **Grzybiarz z Piekaryhill** - 40 zł  \n- **Halloween Double** - 49 zł  \n- **Halloween Standard** - 39 zł.  \n\nCo chciałbyś zamówić?"",""intent"":""menu_request"",""timings"":{""dbMs"":6349,""nluMs"":2022,""ttsMs"":0,""totalMs"":9056},""fallback"":false,""confidence"":0.9}",,2025-12-18 01:24:44.237+00,,
104,session-1765704807460,response_sent,"{""intent"":""menu_request"",""timestamp"":""2025-12-18T01:24:44.399Z""}",,2025-12-18 01:24:44.4+00,,
105,session-1765704807460,request_received,"{""text"":""Pokaż menu klaps Burger""}",,2025-12-18 01:25:33.747+00,,
106,session-1765704807460,intent_resolved,"{""reply"":""W Klaps Burgers dostępne m.in.: Desperado Double (46.00 zł), Desperado Standard (36.00 zł), Głodzilla (59.00 zł), Grzybiarz z Piekaryhill (40.00 zł), Halloween Double (49.00 zł), Halloween Standard (39.00 zł). Co chciałbyś zamówić?"",""intent"":""menu_request"",""source"":""classic"",""confidence"":1}",,2025-12-18 01:25:39.888+00,,
107,session-1765704807460,response_sent,"{""meta"":{""reasoning"":{""reasoning"":""User provided a specific restaurant name → selecting restaurant."",""searchMenu"":true,""completeOrder"":false,""askClarification"":false,""searchRestaurants"":false},""restaurant_id"":""569a7d29-57be-4224-bdf3-09c483415cea""},""reply"":""W Klaps Burgers dostępne są m.in.: \n\n- **Desperado Double** – 46 zł\n- **Desperado Standard** – 36 zł\n- **Głodzilla** – 59 zł\n- **Grzybiarz z Piekaryhill** – 40 zł\n- **Halloween Double** – 49 zł\n- **Halloween Standard** – 39 zł\n\nCo chciałbyś zamówić?"",""intent"":""menu_request"",""timings"":{""dbMs"":5755,""nluMs"":526,""ttsMs"":0,""totalMs"":6479},""fallback"":false,""confidence"":0.9}",,2025-12-18 01:25:39.888+00,,
108,session-1765704807460,response_sent,"{""intent"":""menu_request"",""timestamp"":""2025-12-18T01:25:40.000Z""}",,2025-12-18 01:25:40.001+00,,
109,session-1765704807460,request_received,"{""text"":""wybieram Desperado standard""}",,2025-12-18 01:26:09.266+00,,
110,session-1765704807460,response_sent,"{""meta"":{""reasoning"":{""reasoning"":""Użytkownik wskazał konkretną pozycję z menu ('Desperado standard') i z kontekstu wynika, że rozmawia o złożeniu zamówienia w restauracji, co pozwala na finalizację zamówienia."",""searchMenu"":false,""completeOrder"":true,""askClarification"":false,""searchRestaurants"":false},""restaurant_id"":""569a7d29-57be-4224-bdf3-09c483415cea""},""reply"":""Potwierdzam zamówienie na Desperado Standard z restauracji Klaps Burgers. To bułka maślana z wołowiną 200g, serem cheddar, sałatą, grillowaną papryką, pikantną salsą i sosem BBQ. Smacznego!"",""intent"":""confirm_order"",""timings"":{""dbMs"":6705,""nluMs"":507,""ttsMs"":0,""totalMs"":7847},""fallback"":false,""confidence"":0.9}",,2025-12-18 01:26:16.48+00,,
111,session-1765704807460,intent_resolved,"{""reply"":""Nic do potwierdzenia."",""intent"":""confirm_order"",""source"":""classic"",""confidence"":0.85}",,2025-12-18 01:26:16.48+00,,
112,session-1765704807460,response_sent,"{""intent"":""confirm_order"",""timestamp"":""2025-12-18T01:26:16.815Z""}",,2025-12-18 01:26:16.815+00,,
113,session-1765704807460,request_received,"{""text"":""Dodaj do koszyka""}",,2025-12-18 01:26:31.187+00,,
114,session-1765704807460,response_sent,"{""meta"":{""reasoning"":{""reasoning"":""Wybrano searchMenu ponieważ użytkownik dodał do koszyka, co sugeruje, że chce kontynuować zakupy w menu konkretnej restauracji, którą już wcześniej wybrał."",""searchMenu"":true,""completeOrder"":false,""askClarification"":false,""searchRestaurants"":false},""restaurant_id"":""569a7d29-57be-4224-bdf3-09c483415cea""},""reply"":""W Klaps Burgers dostępne m.in.: Desperado Double za 46 zł, Desperado Standard za 36 zł, Głodzilla za 59 zł, Grzybiarz z Piekaryhill za 40 zł, Halloween Double za 49 zł oraz Halloween Standard za 39 zł. Co chciałbyś zamówić?"",""intent"":""menu_request"",""timings"":{""dbMs"":6461,""nluMs"":1,""ttsMs"":0,""totalMs"":6504},""fallback"":false,""confidence"":0.9}",,2025-12-18 01:26:37.529+00,,
115,session-1765704807460,intent_resolved,"{""reply"":""W Klaps Burgers dostępne m.in.: Desperado Double (46.00 zł), Desperado Standard (36.00 zł), Głodzilla (59.00 zł), Grzybiarz z Piekaryhill (40.00 zł), Halloween Double (49.00 zł), Halloween Standard (39.00 zł). Co chciałbyś zamówić?"",""intent"":""menu_request"",""source"":""classic"",""confidence"":0.85}",,2025-12-18 01:26:37.529+00,,
116,session-1765704807460,response_sent,"{""intent"":""menu_request"",""timestamp"":""2025-12-18T01:26:37.784Z""}",,2025-12-18 01:26:37.784+00,,
117,session-1765704807460,request_received,"{""text"":""Plac burgers dostępny n""}",,2025-12-18 01:26:42.247+00,,
118,session-1765704807460,request_received,"{""text"":""Gdzie mogę zjeść w pobliżu""}",,2025-12-18 01:27:15.706+00,,
119,session-1765704807460,intent_resolved,"{""reply"":"""",""intent"":""find_nearby"",""source"":""llm"",""confidence"":0.9}",,2025-12-18 01:27:21.304+00,,
120,session-1765704807460,request_received,"{""text"":""Gdzie mogę zjeść w Piekary Śląskie""}",,2025-12-18 01:27:30.883+00,,
121,session-1765704807460,request_received,"{""text"":""co polecisz w Piekarach Śląskich""}",,2025-12-18 01:27:35.181+00,,
122,session-1765704807460,request_received,"{""text"":""co polecisz w okolicy""}",,2025-12-18 01:27:40.202+00,,
123,session-1765704807460,intent_resolved,"{""reply"":""Znalazłam 9. Oto top 3 propozycje w Piekary Śląskie:\n1. Restauracja Stara Kamienica (Polska)\n2. Rezydencja Luxury Hotel (Międzynarodowa)\n3. Klaps Burgers (Amerykańska)\n\nKtórą wybierasz?"",""intent"":""show_city_results"",""source"":""classic"",""confidence"":0.9}",,2025-12-18 01:27:44.807+00,,
124,session-1765704807460,request_received,"{""text"":""Pokaż menu restauracji Stara Kamienica""}",,2025-12-18 01:28:13.158+00,,
125,session-1765704807460,intent_resolved,"{""reply"":""W Restauracja Stara Kamienica dostępne m.in.: Filet z kurczaka po hawajsku (19.00 zł), Filet z kurczaka tradycyjny (panierowany) (15.00 zł), Fondant czekoladowy z lodami i bitą śmietaną (22.00 zł), Grillowany filet z kurczaka (15.00 zł), Gulasz wieprzowy po węgiersku (23.00 zł), Jajecznica z 2 szt. jaj (11.00 zł). Co chciałbyś zamówić?"",""intent"":""menu_request"",""source"":""llm"",""confidence"":0.9}",,2025-12-18 01:28:19.28+00,,
126,session-1765704807460,response_sent,"{""meta"":{""reasoning"":{""reasoning"":""User provided a specific restaurant name → selecting restaurant."",""searchMenu"":true,""completeOrder"":false,""askClarification"":false,""searchRestaurants"":false},""restaurant_id"":""1fc1e782-bac6-47b2-978a-f6f2b38000cd""},""reply"":""W restauracji Stara Kamienica dostępne m.in. są: Filet z kurczaka po hawajsku za 19 zł, Filet z kurczaka tradycyjny za 15 zł, oraz Fondant czekoladowy z lodami za 22 zł. Co chciałbyś zamówić?"",""intent"":""menu_request"",""timings"":{""dbMs"":4176,""nluMs"":2087,""ttsMs"":0,""totalMs"":6453},""fallback"":false,""confidence"":0.9}",,2025-12-18 01:28:19.279+00,,
127,session-1765704807460,response_sent,"{""intent"":""menu_request"",""timestamp"":""2025-12-18T01:28:19.462Z""}",,2025-12-18 01:28:19.462+00,,
128,session-1765704807460,request_received,"{""text"":""Pokaż menu klaps Burger""}",,2025-12-18 01:29:10.998+00,,
129,session-1765704807460,intent_resolved,"{""reply"":""W Klaps Burgers dostępne m.in.: Desperado Double (46.00 zł), Desperado Standard (36.00 zł), Głodzilla (59.00 zł), Grzybiarz z Piekaryhill (40.00 zł), Halloween Double (49.00 zł), Halloween Standard (39.00 zł). Co chciałbyś zamówić?"",""intent"":""menu_request"",""source"":""llm"",""confidence"":0.9}",,2025-12-18 01:29:18.109+00,,
130,session-1765704807460,response_sent,"{""meta"":{""reasoning"":{""reasoning"":""User provided a specific restaurant name → selecting restaurant."",""searchMenu"":true,""completeOrder"":false,""askClarification"":false,""searchRestaurants"":false},""restaurant_id"":""569a7d29-57be-4224-bdf3-09c483415cea""},""reply"":""W Klaps Burgers dostępne m.in.: \n\n- Desperado Double - 46 zł\n- Desperado Standard - 36 zł\n- Głodzilla - 59 zł\n- Grzybiarz z Piekaryhill - 40 zł\n- Halloween Double - 49 zł\n- Halloween Standard - 39 zł\n\nCo chciałbyś zamówić?"",""intent"":""menu_request"",""timings"":{""dbMs"":5087,""nluMs"":2173,""ttsMs"":0,""totalMs"":7471},""fallback"":false,""confidence"":0.9}",,2025-12-18 01:29:18.109+00,,
131,session-1765704807460,response_sent,"{""intent"":""menu_request"",""timestamp"":""2025-12-18T01:29:18.260Z""}",,2025-12-18 01:29:18.26+00,,
132,session-1765704807460,request_received,"{""text"":""Pokaż menu klaps Burger""}",,2025-12-18 01:29:40.874+00,,
133,session-1765704807460,intent_resolved,"{""reply"":""W Klaps Burgers dostępne m.in.: Desperado Double (46.00 zł), Desperado Standard (36.00 zł), Głodzilla (59.00 zł), Grzybiarz z Piekaryhill (40.00 zł), Halloween Double (49.00 zł), Halloween Standard (39.00 zł). Co chciałbyś zamówić?"",""intent"":""menu_request"",""source"":""llm"",""confidence"":0.9}",,2025-12-18 01:29:47.602+00,,
134,session-1765704807460,response_sent,"{""meta"":{""reasoning"":{""reasoning"":""User provided a specific restaurant name → selecting restaurant."",""searchMenu"":true,""completeOrder"":false,""askClarification"":false,""searchRestaurants"":false},""restaurant_id"":""569a7d29-57be-4224-bdf3-09c483415cea""},""reply"":""W Klaps Burgers dostępne m.in.: Desperado Double za 46 zł, Desperado Standard za 36 zł, Głodzilla za 59 zł, Grzybiarz z Piekaryhill za 40 zł, Halloween Double za 49 zł oraz Halloween Standard za 39 zł. Co chciałbyś zamówić?"",""intent"":""menu_request"",""timings"":{""dbMs"":4633,""nluMs"":2252,""ttsMs"":0,""totalMs"":7300},""fallback"":false,""confidence"":0.9}",,2025-12-18 01:29:47.602+00,,
135,session-1765704807460,response_sent,"{""intent"":""menu_request"",""timestamp"":""2025-12-18T01:29:47.776Z""}",,2025-12-18 01:29:47.776+00,,
136,session-1766021535758,request_received,"{""text"":""Pokaż menu Klaps Burgers""}",,2025-12-18 01:34:29.799+00,,
137,session-1766021535758,intent_resolved,"{""reply"":""W Klaps Burgers dostępne m.in.: Desperado Double (46.00 zł), Desperado Standard (36.00 zł), Głodzilla (59.00 zł), Grzybiarz z Piekaryhill (40.00 zł), Halloween Double (49.00 zł), Halloween Standard (39.00 zł). Co chciałbyś zamówić?"",""intent"":""menu_request"",""source"":""classic"",""confidence"":1}",,2025-12-18 01:34:35.918+00,,
138,session-1766021535758,response_sent,"{""meta"":{""reasoning"":{""reasoning"":""User provided a specific restaurant name → selecting restaurant."",""searchMenu"":true,""completeOrder"":false,""askClarification"":false,""searchRestaurants"":false},""restaurant_id"":""569a7d29-57be-4224-bdf3-09c483415cea""},""reply"":""W Klaps Burgers dostępne są m.in.: Desperado Double za 46 zł, Desperado Standard za 36 zł, Głodzilla za 59 zł, Grzybiarz z Piekaryhill za 40 zł, Halloween Double za 49 zł oraz Halloween Standard za 39 zł. Co chciałbyś zamówić?"",""intent"":""menu_request"",""timings"":{""dbMs"":5232,""nluMs"":1029,""ttsMs"":0,""totalMs"":6777},""fallback"":false,""confidence"":0.9}",,2025-12-18 01:34:35.917+00,,
139,session-1766021535758,response_sent,"{""intent"":""menu_request"",""timestamp"":""2025-12-18T01:34:36.102Z""}",,2025-12-18 01:34:36.103+00,,
140,session-1766021535758,request_received,"{""text"":""Pokaż menu Stara Kamienica""}",,2025-12-18 01:35:18.477+00,,
141,session-1766021535758,intent_resolved,"{""reply"":""W Restauracja Stara Kamienica dostępne m.in.: Filet z kurczaka po hawajsku (19.00 zł), Filet z kurczaka tradycyjny (panierowany) (15.00 zł), Fondant czekoladowy z lodami i bitą śmietaną (22.00 zł), Grillowany filet z kurczaka (15.00 zł), Gulasz wieprzowy po węgiersku (23.00 zł), Jajecznica z 2 szt. jaj (11.00 zł). Co chciałbyś zamówić?"",""intent"":""menu_request"",""source"":""llm"",""confidence"":0.9}",,2025-12-18 01:35:26.486+00,,
142,session-1766021535758,response_sent,"{""meta"":{""reasoning"":{""reasoning"":""User provided a specific restaurant name → selecting restaurant."",""searchMenu"":true,""completeOrder"":false,""askClarification"":false,""searchRestaurants"":false},""restaurant_id"":""1fc1e782-bac6-47b2-978a-f6f2b38000cd""},""reply"":""W Restauracji Stara Kamienica dostępne m.in.: \n\n- Filet z kurczaka po hawajsku – 19 zł\n- Filet z kurczaka tradycyjny (panierowany) – 15 zł\n- Fondant czekoladowy z lodami i bitą śmietaną – 22 zł\n- Grillowany filet z kurczaka – 15 zł\n- Gulasz wieprzowy po węgiersku – 23 zł\n- Jajecznica z 2 szt. jaj – 11 zł\n\nCo chciałbyś zamówić?"",""intent"":""menu_request"",""timings"":{""dbMs"":5827,""nluMs"":2285,""ttsMs"":0,""totalMs"":8474},""fallback"":false,""confidence"":0.9}",,2025-12-18 01:35:26.486+00,,
143,session-1766021535758,response_sent,"{""intent"":""menu_request"",""timestamp"":""2025-12-18T01:35:26.665Z""}",,2025-12-18 01:35:26.665+00,,
144,session-1765704807460,request_received,"{""text"":""Gdzie mogę zjeść w pobliżu""}",,2025-12-18 02:36:09.388+00,,
145,session-1765704807460,intent_resolved,"{""reply"":"""",""intent"":""find_nearby"",""source"":""classic"",""confidence"":1}",,2025-12-18 02:36:14.351+00,,
146,session-1765704807460,request_received,"{""text"":""co polecisz w Piekarach Śląskich""}",,2025-12-18 02:36:22.086+00,,
147,session-1765704807460,request_received,"{""text"":""co polecisz w okolicy""}",,2025-12-18 02:36:30.979+00,,
148,session-1765704807460,intent_resolved,"{""reply"":""Znalazłam 9. Oto top 3 propozycje w Piekary Śląskie:\n1. Restauracja Stara Kamienica (Polska)\n2. Rezydencja Luxury Hotel (Międzynarodowa)\n3. Klaps Burgers (Amerykańska)\n\nKtórą wybierasz?"",""intent"":""show_city_results"",""source"":""classic"",""confidence"":0.9}",,2025-12-18 02:36:35.665+00,,
149,session-1765704807460,request_received,"{""text"":""wybieram klaps Burger Pokaż menu""}",,2025-12-18 02:36:59.642+00,,
150,session-1765704807460,intent_resolved,"{""reply"":""Nie mogę pobrać danych z bazy. Sprawdź połączenie z serwerem."",""intent"":""menu_request"",""source"":""llm"",""confidence"":0.9}",,2025-12-18 02:37:08.376+00,,
151,session-1765704807460,response_sent,"{""meta"":{""reasoning"":{""reasoning"":""Wybrano searchMenu ponieważ użytkownik wyraził chęć zobaczenia menu dla klaps Burger, co wskazuje na potrzebę wyszukania menu dla tej restauracji."",""searchMenu"":true,""completeOrder"":false,""askClarification"":false,""searchRestaurants"":false}},""reply"":""Przykro mi, ale nie mogę pobrać menu dla Klaps Burgers. Sprawdź połączenie z serwerem."",""intent"":""menu_request"",""timings"":{""dbMs"":6759,""nluMs"":2079,""ttsMs"":0,""totalMs"":8838},""fallback"":false,""confidence"":0.9}",,2025-12-18 02:37:08.376+00,,
152,session-1765704807460,response_sent,"{""intent"":""menu_request"",""timestamp"":""2025-12-18T02:37:08.483Z""}",,2025-12-18 02:37:08.483+00,,
153,session-1765704807460,request_received,"{""text"":""Bar Praha""}",,2025-12-18 02:37:31.203+00,,
154,session-1765704807460,response_sent,"{""meta"":{""reasoning"":{""reasoning"":""Wybrano searchRestaurants ponieważ użytkownik wprowadził nazwę restauracji 'Bar Praha', co wskazuje na chęć znalezienia tej konkretnej restauracji."",""searchMenu"":false,""completeOrder"":false,""askClarification"":false,""searchRestaurants"":true}},""reply"":""Nie znalazłam restauracji Bar Praha ani w okolicy. Mogę zaproponować inne miejsca w Piekarach Śląskich, na przykład Restaurację Stara Kamienica. Chcesz sprawdzić menu?"",""intent"":""find_nearby"",""timings"":{""dbMs"":6909,""nluMs"":2174,""ttsMs"":0,""totalMs"":9248},""fallback"":false,""confidence"":0.9}",,2025-12-18 02:37:40.288+00,,
155,session-1765704807460,intent_resolved,"{""reply"":""Nie znalazłam restauracji w Bar Praha ani w okolicy."",""intent"":""find_nearby"",""source"":""llm"",""confidence"":0.9}",,2025-12-18 02:37:40.288+00,,
156,session-1765704807460,response_sent,"{""intent"":""find_nearby"",""timestamp"":""2025-12-18T02:37:41.983Z""}",,2025-12-18 02:37:41.983+00,,
157,session-1766021535758,request_received,"{""text"":""co polecisz w Piekarach Śląskich""}",,2025-12-18 03:14:04.719+00,request_received,success
158,session-1766021535758,request_received,"{""text"":""Pokaż trzy restauracje najbliżej""}",,2025-12-18 03:14:15.045+00,request_received,success
159,session-1766021535758,intent_resolved,"{""reply"":""Znalazłam 9. Oto top 3 propozycje w Piekary Śląskie:\n1. Restauracja Stara Kamienica (Polska)\n2. Rezydencja Luxury Hotel (Międzynarodowa)\n3. Klaps Burgers (Amerykańska)\n\nKtórą wybierasz?"",""intent"":""show_city_results"",""source"":""classic"",""confidence"":0.9}",,2025-12-18 03:14:20.548+00,find_nearby,success
160,session-1766021535758,request_received,"{""text"":""Pokaż klaps Burger""}",,2025-12-18 03:14:44.615+00,request_received,success
161,session-1766021535758,intent_resolved,"{""reply"":""W Klaps Burgers dostępne m.in.: \n\n- Desperado Double (46 zł)\n- Desperado Standard (36 zł)\n- Głodzilla (59 zł)\n- Grzybiarz z Piekaryhill (40 zł)\n- Halloween Double (49 zł)\n- Halloween Standard (39 zł)\n\nCo chciałbyś zamówić?"",""intent"":""menu_request"",""source"":""llm"",""confidence"":0.9}",,2025-12-18 03:14:52.637+00,show_menu,success
162,session-1766021535758,response_sent,"{""meta"":{""reasoning"":{""reasoning"":""Wybrano searchMenu ponieważ użytkownik wyraża chęć poszukiwania szczegółów dotyczących restauracji Klaps Burgers, co sugeruje, że chce zobaczyć menu tej restauracji."",""searchMenu"":true,""completeOrder"":false,""askClarification"":false,""searchRestaurants"":false},""restaurant_id"":""569a7d29-57be-4224-bdf3-09c483415cea""},""reply"":""W Klaps Burgers dostępne m.in.: \n\n- Desperado Double (46 zł)\n- Desperado Standard (36 zł)\n- Głodzilla (59 zł)\n- Grzybiarz z Piekaryhill (40 zł)\n- Halloween Double (49 zł)\n- Halloween Standard (39 zł)\n\nCo chciałbyś zamówić?"",""intent"":""menu_request"",""timings"":{""dbMs"":6271,""nluMs"":1893,""ttsMs"":0,""totalMs"":8139},""fallback"":false,""confidence"":0.9}",,2025-12-18 03:14:52.637+00,,success
163,session-1766021535758,response_sent,"{""meta"":{""llm_reasoning"":{""reasoning"":""Wybrano searchMenu ponieważ użytkownik wyraża chęć poszukiwania szczegółów dotyczących restauracji Klaps Burgers, co sugeruje, że chce zobaczyć menu tej restauracji."",""searchMenu"":true,""completeOrder"":false,""askClarification"":false,""searchRestaurants"":false},""llm_refinement"":{""action"":""pokaż"",""quantity"":null,""targetItems"":[""klaps burger""],""isContextLocked"":false,""targetRestaurant"":{""id"":""569a7d29-57be-4224-bdf3-09c483415cea"",""name"":""Klaps Burgers""}}},""intent"":""menu_request"",""timestamp"":""2025-12-18T03:14:52.788Z""}",,2025-12-18 03:14:52.788+00,show_menu,success
164,session-1766021535758,request_received,"{""text"":""poleć mi stan do zjedzenia w pobliżu""}",,2025-12-18 03:18:15.598+00,request_received,success
165,session-1766021535758,intent_resolved,"{""reply"":""Mam 3 miejsca w Piekary Śląskie:\n1. Restauracja Stara Kamienica - Polska\n2. Rezydencja Luxury Hotel - Międzynarodowa\n3. Klaps Burgers - Amerykańska\n\nKtóre Cię interesuje?"",""intent"":""find_nearby"",""source"":""classic"",""confidence"":0.9}",,2025-12-18 03:18:21.102+00,,success
166,session-1766021535758,request_received,"{""text"":""wybieram Stara Kamienica""}",,2025-12-18 03:18:41.93+00,request_received,success
167,session-1766021535758,intent_resolved,"{""reply"":""W Restauracji Stara Kamienica dostępne są m.in. Filet z kurczaka po hawajsku za 19 zł, Filet z kurczaka tradycyjny za 15 zł, Fondant czekoladowy z lodami za 22 zł, Grillowany filet z kurczaka za 15 zł, Gulasz wieprzowy po węgiersku za 23 zł oraz Jajecznica za 11 zł. Co chciałbyś zamówić?"",""intent"":""menu_request"",""source"":""classic"",""confidence"":1}",,2025-12-18 03:18:49.876+00,show_menu,success
168,session-1766021535758,response_sent,"{""meta"":{""reasoning"":{""reasoning"":""Wybrano searchMenu ponieważ użytkownik wskazał konkretną restaurację 'Stara Kamienica', co wskazuje na zamiar przeglądania menu tej restauracji."",""searchMenu"":true,""completeOrder"":false,""askClarification"":false,""searchRestaurants"":false},""restaurant_id"":""1fc1e782-bac6-47b2-978a-f6f2b38000cd""},""reply"":""W Restauracji Stara Kamienica dostępne są m.in. Filet z kurczaka po hawajsku za 19 zł, Filet z kurczaka tradycyjny za 15 zł, Fondant czekoladowy z lodami za 22 zł, Grillowany filet z kurczaka za 15 zł, Gulasz wieprzowy po węgiersku za 23 zł oraz Jajecznica za 11 zł. Co chciałbyś zamówić?"",""intent"":""menu_request"",""timings"":{""dbMs"":7589,""nluMs"":520,""ttsMs"":0,""totalMs"":8228},""fallback"":false,""confidence"":0.9}",,2025-12-18 03:18:49.876+00,,success
169,session-1766021535758,response_sent,"{""meta"":{""llm_reasoning"":{""reasoning"":""Wybrano searchMenu ponieważ użytkownik wskazał konkretną restaurację 'Stara Kamienica', co wskazuje na zamiar przeglądania menu tej restauracji."",""searchMenu"":true,""completeOrder"":false,""askClarification"":false,""searchRestaurants"":false},""llm_refinement"":{""action"":null,""quantity"":null,""targetItems"":null,""isContextLocked"":false,""targetRestaurant"":""Stara Kamienica""}},""intent"":""menu_request"",""timestamp"":""2025-12-18T03:18:50.000Z""}",,2025-12-18 03:18:50+00,show_menu,success
170,session-1765704807460,request_received,"{""text"":""Podaj trzy najbliższe restauracje w pobliżu""}",,2025-12-18 03:30:49.824+00,request_received,success
171,session-1765704807460,intent_resolved,"{""reply"":"""",""intent"":""find_nearby"",""source"":""classic"",""confidence"":0.9}",,2025-12-18 03:30:57.649+00,,success
172,session-1765704807460,request_received,"{""text"":""Poleć trzy restauracje w Piekarach Śląskich""}",,2025-12-18 03:31:04.619+00,request_received,success
173,session-1765704807460,request_received,"{""text"":""co polecisz w okolicy""}",,2025-12-18 03:31:34.09+00,request_received,success
174,session-1765704807460,intent_resolved,"{""reply"":""Znalazłam 9. Oto top 3 propozycje w Piekary Śląskie:\n1. Restauracja Stara Kamienica (Polska)\n2. Rezydencja Luxury Hotel (Międzynarodowa)\n3. Klaps Burgers (Amerykańska)\n\nKtórą wybierasz?"",""intent"":""show_city_results"",""source"":""classic"",""confidence"":0.9}",,2025-12-18 03:31:41.722+00,find_nearby,success
175,session-1765704807460,request_received,"{""text"":""Pokaż menu Stare Kamienice""}",,2025-12-18 03:32:24.104+00,request_received,success
176,session-1765704807460,intent_resolved,"{""reply"":""Nie znalazłam \""Stare Kamienice\"", ale w Piekary Śląskie jest Restauracja Stara Kamienica. Czy chcesz, żebym pokazała menu?"",""intent"":""menu_request"",""source"":""llm"",""confidence"":0.9}",,2025-12-18 03:32:37.847+00,show_menu,success
177,session-1765704807460,response_sent,"{""meta"":{""reasoning"":{""reasoning"":""User provided a specific restaurant name → selecting restaurant."",""searchMenu"":true,""completeOrder"":false,""askClarification"":false,""searchRestaurants"":false}},""reply"":""Nie znalazłam \""Stare Kamienice\"", ale w Piekary Śląskie jest Restauracja Stara Kamienica. Czy chcesz, żebym pokazała menu?"",""intent"":""menu_request"",""timings"":{""dbMs"":6056,""nluMs"":7684,""ttsMs"":0,""totalMs"":14682},""fallback"":false,""confidence"":0.9}",,2025-12-18 03:32:37.847+00,,success
178,session-1765704807460,response_sent,"{""meta"":{""llm_reasoning"":{""reasoning"":""User provided a specific restaurant name → selecting restaurant."",""searchMenu"":true,""completeOrder"":false,""askClarification"":false,""searchRestaurants"":false},""llm_refinement"":{""action"":null,""quantity"":null,""targetItems"":null,""isContextLocked"":false,""targetRestaurant"":""Stare Kamienice""}},""intent"":""menu_request"",""timestamp"":""2025-12-18T03:32:38.371Z""}",,2025-12-18 03:32:38.371+00,show_menu,success
179,session-1765704807460,request_received,"{""text"":""Restauracja Stara Kamienica""}",,2025-12-18 03:33:01.489+00,request_received,success
180,session-1765704807460,response_sent,"{""meta"":{""reasoning"":{""reasoning"":""Wybrano searchMenu ponieważ użytkownik wyraził intencję zamówienia w restauracji Stara Kamienica, a system wcześniej obsługiwał zapytanie dotyczące menu tej restauracji."",""searchMenu"":true,""completeOrder"":false,""askClarification"":false,""searchRestaurants"":false}},""reply"":""Przepraszam, ale nie mogę obecnie pobrać menu Restauracji Stara Kamienica. Proszę sprawdzić połączenie z serwerem. Jeśli potrzebujesz pomocy, daj znać!"",""intent"":""menu_request"",""timings"":{""dbMs"":10355,""nluMs"":2355,""ttsMs"":0,""totalMs"":12725},""fallback"":false,""confidence"":0.9}",,2025-12-18 03:33:14.041+00,,success
181,session-1765704807460,intent_resolved,"{""reply"":""Przepraszam, ale nie mogę obecnie pobrać menu Restauracji Stara Kamienica. Proszę sprawdzić połączenie z serwerem. Jeśli potrzebujesz pomocy, daj znać!"",""intent"":""menu_request"",""source"":""llm"",""confidence"":0.9}",,2025-12-18 03:33:14.041+00,show_menu,success
182,session-1765704807460,response_sent,"{""meta"":{""llm_reasoning"":{""reasoning"":""Wybrano searchMenu ponieważ użytkownik wyraził intencję zamówienia w restauracji Stara Kamienica, a system wcześniej obsługiwał zapytanie dotyczące menu tej restauracji."",""searchMenu"":true,""completeOrder"":false,""askClarification"":false,""searchRestaurants"":false},""llm_refinement"":{""action"":null,""quantity"":null,""targetItems"":null,""isContextLocked"":false,""targetRestaurant"":""Stara Kamienica""}},""intent"":""menu_request"",""timestamp"":""2025-12-18T03:33:14.217Z""}",,2025-12-18 03:33:14.217+00,show_menu,success
183,session-1765704807460,request_received,"{""text"":""Pokaż menu restauracji Stara Kamienica""}",,2025-12-18 03:33:27.797+00,request_received,success
184,session-1765704807460,intent_resolved,"{""reply"":""W Restauracji Stara Kamienica dostępne są m.in. następujące dania: \n\n- Filet z kurczaka po hawajsku - 19 zł\n- Filet z kurczaka tradycyjny (panierowany) - 15 zł\n- Fondant czekoladowy z lodami i bitą śmietaną - 22 zł\n- Grillowany filet z kurczaka - 15 zł\n- Gulasz wieprzowy po węgiersku - 23 zł\n- Jajecznica z 2 szt. jaj - 11 zł\n\nCo chciałbyś zamówić?"",""intent"":""menu_request"",""source"":""llm"",""confidence"":0.9}",,2025-12-18 03:33:43.532+00,show_menu,success
